,房屋名称,房屋链接,房屋位置,房屋位置链接,房屋总价,房屋单价,楼层,建造时间,几室几厅,房屋面积,朝向,关注人数,发布时间,
2550,玉洁东街多层，中间楼层，安静不临街,https://cd.ke.com/ershoufang/19120917710100163564.html,化八院,https://cd.ke.com/xiaoqu/1611042546311/,76,13760.6,低楼层(共6层),1998年建,2室1厅,55.23,南,15,3月前发布,
2551,玉林东街13号，套三，顶层，采光好。,https://cd.ke.com/ershoufang/19120917710100162186.html,玉林东街13号,https://cd.ke.com/xiaoqu/3011053140528/,125,11111.1,高楼层(共6层),2001年建,3室2厅,112.5平米,南北,16,3月前发布,
2552,时代锦绣标准套二带书房采光好户型中正保养很好,https://cd.ke.com/ershoufang/19120917710100159179.html,时代锦绣,https://cd.ke.com/xiaoqu/1611064009997/,163,16300,低楼层(共14层),2016年建,3室2厅,100平米,西南,80,3月前发布,
2553,新城市别墅独栋带花园客厅挑高,https://cd.ke.com/ershoufang/19120917710100158759.html,中央花园新城市别墅,https://cd.ke.com/xiaoqu/1611042538328/,920,20674.2,低楼层(共3层),2000年建,7室3厅,445平米,东,5,3月前发布,
2554,户型方正，采光条件和通风条件佳,https://cd.ke.com/ershoufang/19120917710100155043.html,双楠格调,https://cd.ke.com/xiaoqu/1611043114105/,30,8779.6,中楼层(共13层),2007年建,1室0厅,34.17,东,5,3月前发布,
2555,桐梓林标准套一精装电梯房中间楼层,https://cd.ke.com/ershoufang/19120917710100152124.html,圣安卓国际公寓,https://cd.ke.com/xiaoqu/1611041465694/,100,18747.7,中楼层(共11层),2005年建,1室1厅,53.34,东南,1,3月前发布,
2556,保利花园悦榕郡精装修拎包入住,https://cd.ke.com/ershoufang/19120917710100151182.html,保利花园五期悦榕郡,https://cd.ke.com/xiaoqu/1611062665324/,168,20810.1,高楼层(共17层),2017年建,3室2厅,80.73平米,西,78,3月前发布,
15,标准套二带楼顶花园户型方正采光好,https://cd.ke.com/ershoufang/20031217710100254491.html,中央花园三期,https://cd.ke.com/xiaoqu/3011053724839/,88,12790.7,高楼层(共7层),1998年建,2室1厅,68.8,东南,0,今天发布,
17,皇家花园2室2厅东南,https://cd.ke.com/ershoufang/20031217710100243826.html,皇家花园,https://cd.ke.com/xiaoqu/1611041549306/,95,11801.2,中楼层(共7层),1999年建,2室2厅,80.5,东南,0,今天发布,
2559,桐梓林套三带书房对小区中庭位置业主自住,https://cd.ke.com/ershoufang/19120917710100140313.html,兴彩苑,https://cd.ke.com/xiaoqu/1611041926154/,207,14484.6,低楼层(共20层),2000年建,3室1厅,142.91平米,南,15,3月前发布,
2560,观南上域，套四，有装修，不临街。,https://cd.ke.com/ershoufang/19120917710100137710.html,观南上域,https://cd.ke.com/xiaoqu/1611041486845/,382,24824.5,高楼层(共24层),2008年建,4室2厅,153.88平米,南,13,3月前发布,
2561,好房源，交通便利，设施完善，上学也很方便,https://cd.ke.com/ershoufang/19120917710100137036.html,郭家桥西街3号,https://cd.ke.com/xiaoqu/3011052204246/,79,14234.2,高楼层(共7层),1998年建,2室1厅,55.5,南,14,3月前发布,
2562,桐梓林富豪首座*住宅纯板式结构视野好,https://cd.ke.com/ershoufang/19120917710100129758.html,首座,https://cd.ke.com/xiaoqu/1611041467704/,350,27782.2,低楼层(共29层),2010年建,2室2厅,125.98平米,南北,4,3月前发布,
2563,标准小套一户型方正价格亲民,https://cd.ke.com/ershoufang/19120917710100127445.html,红城,https://cd.ke.com/xiaoqu/1611043133022/,48,10842.6,中楼层(共17层),2011年建,1室1厅,44.27,东,2,3月前发布,
2564,优质好房，房东诚心出售，精装修，拎包入住,https://cd.ke.com/ershoufang/19120917710100125027.html,蓝光诺丁山,https://cd.ke.com/xiaoqu/3011053790092/,248,21101,中楼层(共11层),2005年建,3室2厅,117.53平米,东南,5,3月前发布,
2565,金地贝福里花园3室2厅南北,https://cd.ke.com/ershoufang/19120917710100108995.html,金地贝福里花园,https://cd.ke.com/xiaoqu/1611041818635/,270,20022.2,低楼层(共12层),2003年建,3室2厅,134.85平米,南北,3,3月前发布,
2566,金地贝福里花园3室2厅南北,https://cd.ke.com/ershoufang/19120917710100108889.html,金地贝福里花园,https://cd.ke.com/xiaoqu/1611041818635/,270,20022.2,低楼层(共12层),2003年建,3室2厅,134.85平米,南北,3,3月前发布,
2567,红牌楼地铁口带三层花园的电梯套三！,https://cd.ke.com/ershoufang/19120917710100108673.html,南华苑,https://cd.ke.com/xiaoqu/1611041460038/,300,17846.5,高楼层(共11层),2006年建,4室2厅,168.1平米,东南,7,3月前发布,
2568,方正标间，办公装修，一级物业,https://cd.ke.com/ershoufang/19120917710100107340.html,艺墅花乡,https://cd.ke.com/xiaoqu/1611041587545/,60,12507.8,高楼层(共16层),2004年建,1室1厅,47.97,西,2,3月前发布,
2569,方正标间，办公装修，一级物业,https://cd.ke.com/ershoufang/19120917710100107451.html,艺墅花乡,https://cd.ke.com/xiaoqu/1611041587545/,60,12507.8,高楼层(共16层),2004年建,1室1厅,47.97,西,1,3月前发布,
2570,方正标间，一级物业，电梯框架。,https://cd.ke.com/ershoufang/19120917710100107136.html,艺墅花乡,https://cd.ke.com/xiaoqu/1611041587545/,60,12507.8,高楼层(共16层),2004年建,1室1厅,47.97,南,1,3月前发布,
2571,方正标间，民宿装修，一级物业，电梯框架。,https://cd.ke.com/ershoufang/19120917710100107054.html,艺墅花乡,https://cd.ke.com/xiaoqu/1611041587545/,60,12507.8,高楼层(共16层),2004年建,1室1厅,47.97,西,1,3月前发布,
2572,置信丽都花园城A区+套三双卫带书房+带装修,https://cd.ke.com/ershoufang/19120917710100106063.html,置信丽都花园城A区,https://cd.ke.com/xiaoqu/3011056147564/,200,16107,低楼层(共13层),2006年建,3室1厅,124.17平米,东南,41,3月前发布,
50,省农业厅过厅套三中间楼层对中庭安静不临街,https://cd.ke.com/ershoufang/20031117710100177760.html,武侯祠大街4号,https://cd.ke.com/xiaoqu/3011053912507/,91,13431.7,中楼层(共5层),1990年建,3室1厅,67.75,东南,0,2天前发布,
2574,店长推荐：桐梓林电梯房+套三双卫+户型方正,https://cd.ke.com/ershoufang/19120817710100229349.html,上锦雅筑,https://cd.ke.com/xiaoqu/1611041465350/,180,15246.5,中楼层(共18层),2006年建,3室1厅,118.06平米,西,103,3月前发布,
2575,人民南路四段15号不临街,https://cd.ke.com/ershoufang/19120817710100228977.html,人民南路四段15号,https://cd.ke.com/xiaoqu/1612174092677941/,117,15120.2,低楼层(共6层)3室1厅,,3室1厅,77.38平米,东南,23,3月前发布,
2576,龙湖金楠天街套三双卫精装修,https://cd.ke.com/ershoufang/19120817710100225236.html,龙湖金楠天街,https://cd.ke.com/xiaoqu/1611059976050/,239.1,21712.7,中楼层(共24层),2015年建,3室2厅,110.12平米,南,25,3月前发布,
73,成科路5号3室2厅东南,https://cd.ke.com/ershoufang/20031117710100151813.html,成科路5号,https://cd.ke.com/xiaoqu/1620024631444089/,95,14431.1,高楼层(共7层)3室2厅,,3室2厅,65.83,东南,0,2天前发布,
2578,长益商业寓所1室0厅东南,https://cd.ke.com/ershoufang/19120817710100223832.html,长益商业寓所,https://cd.ke.com/xiaoqu/1611043065020/,40,8267.9,中楼层(共18层),2008年建,1室0厅,48.38,东南,0,3月前发布,
2579,中华名园三期C区方正套二精装修安静位置,https://cd.ke.com/ershoufang/19120817710100220337.html,中华名园三期C区,https://cd.ke.com/xiaoqu/1611058396152/,156,17331.4,中楼层(共16层),2010年建,2室2厅,90.01平米,北,4,3月前发布,
2580,此房是该小区稀有户型，装修保养好，采光好，视野好。,https://cd.ke.com/ershoufang/19120817710100216833.html,王府花园,https://cd.ke.com/xiaoqu/1611041616011/,55,18531,低楼层(共11层),2003年建,1室0厅,29.68,北,19,3月前发布,
2581,此房套二户型方正明年3月满5年,https://cd.ke.com/ershoufang/19120817710100216795.html,保利花园四期,https://cd.ke.com/xiaoqu/3011052246928/,129,20786.3,中楼层(共14层),2014年建,2室1厅,62.06平米,南,26,3月前发布,
2582,精装修小两居不临街适合过渡拎包入住,https://cd.ke.com/ershoufang/19120817710100215341.html,天朗锦邸,https://cd.ke.com/xiaoqu/1611063563260/,118,21372.9,中楼层(共37层),2015年建,2室1厅,55.21平米,东南,81,3月前发布,
2583,中铁瑞城三号线1室0厅北,https://cd.ke.com/ershoufang/19120817710100209367.html,中铁瑞城三号线,https://cd.ke.com/xiaoqu/1611058001441/,9.2,2967.7,地下室(共层)1室0厅,,1室0厅,31,北,1,3月前发布,
2584,住家小区，户型方正，明厨明卫，客厅，卧室有阳台,https://cd.ke.com/ershoufang/19120817710100208547.html,龙江电信公寓,https://cd.ke.com/xiaoqu/1611061587507/,240,15989.3,中楼层(共23层),2002年建,3室2厅,150.1平米,西北,10,3月前发布,
2585,华都星公馆一期套三双卫户型方正！,https://cd.ke.com/ershoufang/19120817710100205210.html,华都星公馆一期,https://cd.ke.com/xiaoqu/3011053721661/,130,12280.4,高楼层(共6层),2004年建,3室2厅,105.86平米,西,5,3月前发布,
2586,内双楠电梯标准套一，水电气三通拎包入住,https://cd.ke.com/ershoufang/19120817710100204595.html,纳米爱邸,https://cd.ke.com/xiaoqu/1611041804030/,68,12710.3,中楼层(共17层),2005年建,1室1厅,53.5,东,8,3月前发布,
2587,它是个车位，没错真的是个车位，不信你看嘛,https://cd.ke.com/ershoufang/19120817710100203094.html,蓝光诺丁山,https://cd.ke.com/xiaoqu/3011053790092/,10,4166.7,地下室(共层),2011年建,1室0厅,24,南,0,3月前发布,
2588,和鸿天府金花，户型方正，采光很好。,https://cd.ke.com/ershoufang/19120817710100202359.html,和鸿天府金花,https://cd.ke.com/xiaoqu/3011056097223/,28,6877.9,低楼层(共14层)1室0厅,,1室0厅,40.71,西南,9,3月前发布,
2589,武侯区玫瑰园套一有装修,https://cd.ke.com/ershoufang/19120817710100201345.html,玫瑰园(武侯),https://cd.ke.com/xiaoqu/1611043070859/,98,16110.5,高楼层(共4层),2001年建,1室1厅,60.83,南,5,3月前发布,
2590,逸尚美庭精装修套二满两年无增值税,https://cd.ke.com/ershoufang/19120817710100201482.html,逸尚美庭,https://cd.ke.com/xiaoqu/1611041507302/,120,17152.7,低楼层(共12层),2009年建,2室1厅,69.96平米,东南,31,3月前发布,
2591,玉林东街16号近地铁套三,https://cd.ke.com/ershoufang/19120817710100197149.html,玉林东街16号,https://cd.ke.com/xiaoqu/1620026166295638/,148,14990.4,低楼层(共6层),2002年建,3室2厅,98.73平米,南北,5,3月前发布,
2592,互盛佳苑顶跃带花园带入户花园精装修拎包入住,https://cd.ke.com/ershoufang/19120817710100196873.html,互盛佳苑,https://cd.ke.com/xiaoqu/3011053914927/,220,18965.5,高楼层(共15层),2008年建,5室3厅,116平米,南北,65,3月前发布,
75,广福桥街14号2室1厅南,https://cd.ke.com/ershoufang/20031117710100142759.html,广福桥街14号,https://cd.ke.com/xiaoqu/1611042019922/,110,12500,中楼层(共7层),2000年建,2室1厅,88,南,0,2天前发布,
2594,和信+总价低+朝南+采光视野好+看川大,https://cd.ke.com/ershoufang/19120817710100190790.html,和信派都,https://cd.ke.com/xiaoqu/1611041491284/,92,17940.7,高楼层(共32层),2010年建,1室1厅,51.28,东南,90,3月前发布,
2595,新界一期电梯8楼到顶，花园洋房，一梯两户，户型方正,https://cd.ke.com/ershoufang/19120817710100189238.html,新界一期,https://cd.ke.com/xiaoqu/1611043118358/,310,21678.3,低楼层(共8层),2008年建,3室2厅,143平米,西北,24,3月前发布,
2596,一梯两户，八楼到顶的花园洋房，精装修，对中庭,https://cd.ke.com/ershoufang/19120817710100184961.html,新界一期,https://cd.ke.com/xiaoqu/1611043118358/,268,21024.6,高楼层(共8层),2008年建,3室2厅,127.47平米,东南,22,3月前发布,
2597,三环地铁口标准套四电梯住宅单价1.6万多点,https://cd.ke.com/ershoufang/19120817710100183475.html,嘉楠美地,https://cd.ke.com/xiaoqu/3011053732097/,200,17908.3,高楼层(共18层),2014年建,4室1厅,111.68平米,东,8,3月前发布,
81,桐梓林地铁长寿苑套二出售户型方正,https://cd.ke.com/ershoufang/20031117710100130268.html,长寿苑,https://cd.ke.com/xiaoqu/1611041448646/,100,13618.4,高楼层(共6层)2室1厅,,2室1厅,73.43,南,0,2天前发布,
2599,地铁口旁精装套三带双卫不临西三环,https://cd.ke.com/ershoufang/19120817710100171787.html,蓝光诺丁山,https://cd.ke.com/xiaoqu/3011053790092/,200,15493.1,中楼层(共11层),2005年建,3室2厅,129.09平米,南北,3,3月前发布,
2600,罗浮世家一期，自住保养好的四居室。有阳台,https://cd.ke.com/ershoufang/19120817710100169836.html,罗浮世家一期,https://cd.ke.com/xiaoqu/1611041434914/,280,18737.9,低楼层(共17层),2002年建,3室2厅,149.43平米,西,8,3月前发布,
2601,四季家园中楼层前后带阳台中庭不临街,https://cd.ke.com/ershoufang/19120817710100165052.html,四季家园,https://cd.ke.com/xiaoqu/1611041615109/,175,16212.7,中楼层(共7层),2000年建,4室1厅,107.94平米,南,8,3月前发布,
2602,九号线旁套四双卫顶跃带花园视野好采光好,https://cd.ke.com/ershoufang/19120817710100163084.html,龙锦慧苑,https://cd.ke.com/xiaoqu/3011052986046/,242,14984.5,高楼层(共11层),2007年建,4室2厅,161.5平米,南北,16,3月前发布,
93,玲珑郡2室1厅东,https://cd.ke.com/ershoufang/20031017710100217260.html,玲珑郡,https://cd.ke.com/xiaoqu/3011056120282/,110,17383.1,中楼层(共11层),2012年建,2室1厅,63.28,东,0,3天前发布,
2604,武侯区丽都标准套一，户型方正，视野好,https://cd.ke.com/ershoufang/19120817710100155123.html,维港,https://cd.ke.com/xiaoqu/1611045511840/,120,19723.9,高楼层(共18层),2011年建,1室2厅,60.84平米,南北,8,3月前发布,
2605,首信首御标准套三双卫，横厅设计,https://cd.ke.com/ershoufang/19120817710100154556.html,首信首御,https://cd.ke.com/xiaoqu/3011056111813/,200,21978,中楼层(共17层),2013年建,3室2厅,91平米,南,2,3月前发布,
94,长寿苑2室1厅南,https://cd.ke.com/ershoufang/20031017710100213557.html,长寿苑,https://cd.ke.com/xiaoqu/1611041448646/,108,14610.4,低楼层(共7层),2003年建,2室1厅,73.92,南,0,3天前发布,
2607,中华名园三期D区标准车位出售,https://cd.ke.com/ershoufang/19120817710100150057.html,中华名园三期D区,https://cd.ke.com/xiaoqu/1611058392494/,16,4711.4,地下室(共层),2012年建,1室0厅,33.96,东,1,3月前发布,
2608,内双楠商品房全明格局套三双卫,https://cd.ke.com/ershoufang/19120817710100149486.html,碧云天,https://cd.ke.com/xiaoqu/1611041444016/,194,15994.7,中楼层(共7层),2001年建,3室2厅,121.29平米,西南,29,3月前发布,
2609,中华名园方正户型，三阳台，高楼层，采光好,https://cd.ke.com/ershoufang/19120817710100144873.html,中华名园三期D区,https://cd.ke.com/xiaoqu/1611058392494/,143,16018.8,高楼层(共16层),2012年建,2室2厅,89.27平米,东,0,3月前发布,
2610,会所花园精装修拎包入住，带阁楼利用空间很大,https://cd.ke.com/ershoufang/19120817710100143372.html,会所花园,https://cd.ke.com/xiaoqu/1611041504254/,85,13888.9,高楼层(共12层),2002年建,1室1厅,61.2,西南,10,3月前发布,
2611,泛悦国际精装套二单卫客厅带阳台,https://cd.ke.com/ershoufang/19120817710100140654.html,中国水电泛悦国际,https://cd.ke.com/xiaoqu/1611063134911/,175,26076.6,高楼层(共31层),2015年建,2室1厅,67.11平米,南,40,3月前发布,
2612,诚心急售精装套二，次新小区，三环内旁边就是大悦城,https://cd.ke.com/ershoufang/19120817710100135569.html,红帆蓝调,https://cd.ke.com/xiaoqu/1611041492675/,158,14234.2,低楼层(共16层),2010年建,2室1厅,111平米,北,7,3月前发布,
111,标准套二，低楼层，户型通透，格局合理无浪费,https://cd.ke.com/ershoufang/20031017710100164583.html,双楠三区,https://cd.ke.com/xiaoqu/1611041544534/,90,11336.4,低楼层(共7层),1999年建,2室1厅,79.39,北,0,3天前发布,
2614,玉林品上套一有装修有阳台,https://cd.ke.com/ershoufang/19120817710100134319.html,玉林品上,https://cd.ke.com/xiaoqu/1611041514572/,64,16528.9,中楼层(共27层),2007年建,1室0厅,38.72,南,3,3月前发布,
2615,房子户型方正，明厨明卫，干湿分区的，装修保养好,https://cd.ke.com/ershoufang/19120817710100130051.html,红城,https://cd.ke.com/xiaoqu/1611043133022/,145,20083.1,高楼层(共18层),2011年建,3室1厅,72.2平米,东南,51,3月前发布,
2616,川音川大九眼桥正黄上岭标准套一卧室带阳台,https://cd.ke.com/ershoufang/19120817710100128532.html,正黄上岭,https://cd.ke.com/xiaoqu/1611041930296/,89,20273.3,中楼层(共22层),2012年建,1室1厅,43.9,北,5,3月前发布,
2617,交大花园武侯小区1室0厅东南,https://cd.ke.com/ershoufang/19120817710100128346.html,交大花园武侯小区,https://cd.ke.com/xiaoqu/1611041525718/,38,11309.5,中楼层(共7层),2000年建,1室0厅,33.6,东南,12,3月前发布,
2618,中铁金花国际城3室2厅东南,https://cd.ke.com/ershoufang/19120817710100120369.html,中铁金花国际城,https://cd.ke.com/xiaoqu/1611063630494/,192,16221.7,高楼层(共9层),2015年建,3室2厅,118.36平米,东南,115,3月前发布,
2619,七里晓月精装房可直接拎包入住,https://cd.ke.com/ershoufang/19120817710100116927.html,七里晓月,https://cd.ke.com/xiaoqu/3011056106075/,156,17997.2,中楼层(共13层),2014年建,2室1厅,86.68平米,南,2,3月前发布,
121,地铁口精装套二带花园,https://cd.ke.com/ershoufang/20031017710100140320.html,龙安街2号,https://cd.ke.com/xiaoqu/1611042043716/,110,14856.8,高楼层(共6层),2000年建,2室1厅,74.04,南,0,3天前发布,
2621,中海一期，精装修，不临街，套三双卫！,https://cd.ke.com/ershoufang/19120717710100222677.html,中海锦城一期,https://cd.ke.com/xiaoqu/3011056147802/,232,20279.7,中楼层(共14层),2011年建,3室2厅,114.4平米,东南,40,3月前发布,
2622,不临街电梯套二，方便看房，诚心出售,https://cd.ke.com/ershoufang/19120717710100220234.html,新巢小区一期,https://cd.ke.com/xiaoqu/1611043047881/,83,14840,中楼层(共10层),2005年建,2室1厅,55.93,西南,180,3月前发布,
2623,保利川大近地铁沃尔玛中装两房方正通透带屋顶,https://cd.ke.com/ershoufang/19120717710100219583.html,棕南正街8号,https://cd.ke.com/xiaoqu/3011052089424/,120,16326.5,高楼层(共6层),1998年建,2室1厅,73.5平米,南,5,3月前发布,
2624,优客联邦一期套二，有装修，有阳台，视野开阔,https://cd.ke.com/ershoufang/19120717710100218633.html,优客联邦一期,https://cd.ke.com/xiaoqu/1611041554183/,122,16490.9,中楼层(共15层),2008年建,2室1厅,73.98平米,东南,45,3月前发布,
2625,鹭岛国际套三双卫一梯两户通透诚心出售,https://cd.ke.com/ershoufang/19120717710100216420.html,鹭岛国际一二期,https://cd.ke.com/xiaoqu/1611043475800/,285,20120,低楼层(共11层),2006年建,3室2厅,141.65平米,东,83,3月前发布,
2626,高碑瑞苑三期非通道式两梯六户位置安静,https://cd.ke.com/ershoufang/19120717710100213926.html,高碑瑞苑三期,https://cd.ke.com/xiaoqu/3011056093415/,56,11991.4,低楼层(共14层)1室1厅,,1室1厅,46.7,南,34,3月前发布,
2627,临江路8号安静不临街，交通便利,https://cd.ke.com/ershoufang/19120717710100210162.html,临江路8号,https://cd.ke.com/xiaoqu/3011052491259/,205,22095.3,中楼层(共7层),2004年建,3室2厅,92.78平米,东南南,5,3月前发布,
2628,标准套三，地铁口，中间楼层，采光好,https://cd.ke.com/ershoufang/19120717710100207129.html,华都星公馆一期,https://cd.ke.com/xiaoqu/3011053721661/,135,13607.5,中楼层(共6层),2004年建,3室2厅,99.21平米,南,9,3月前发布,
2629,梓桐苑套三，南北通透，采光好，出行方便,https://cd.ke.com/ershoufang/19120717710100205711.html,梓桐苑,https://cd.ke.com/xiaoqu/1611041830655/,170,14367.8,高楼层(共7层),2002年建,3室2厅,118.32平米,南北,15,3月前发布,
2630,朝南，安静不临街，业主自主装修保养好,https://cd.ke.com/ershoufang/19120717710100210225.html,城南驿站,https://cd.ke.com/xiaoqu/1611041463792/,148,15776.6,中楼层(共6层),2004年建,2室2厅,93.81平米,南,9,3月前发布,
2631,精装修，棕南公寓二期大套二，采光好。,https://cd.ke.com/ershoufang/19120717710100199615.html,棕南公寓,https://cd.ke.com/xiaoqu/3011053761737/,205,17637.4,低楼层(共10层),2000年建,2室2厅,116.23平米,南,11,3月前发布,
2632,套三双卫高楼层对中庭视野无遮挡,https://cd.ke.com/ershoufang/19120717710100185721.html,双楠尚品广场,https://cd.ke.com/xiaoqu/1611060374265/,245,22935.8,高楼层(共16层),2014年建,3室2厅,106.82平米,西南,2,3月前发布,
2633,交大花园武侯小区3室2厅东南,https://cd.ke.com/ershoufang/19120717710100184845.html,交大花园武侯小区,https://cd.ke.com/xiaoqu/1611041525718/,140,13478.4,低楼层(共7层),2000年建,3室2厅,103.87平米,东南,1,3月前发布,
2634,带车位的价格，带大阳台两居室,https://cd.ke.com/ershoufang/19120717710100178827.html,交大万通格外,https://cd.ke.com/xiaoqu/1611041550529/,145,20944.7,高楼层(共18层),2011年建,2室1厅,69.23平米,西南,15,3月前发布,
2635,中间楼层采光好业主诚心出售价格可以商量,https://cd.ke.com/ershoufang/19120717710100178641.html,玉林南街4号,https://cd.ke.com/xiaoqu/1614278403304501/,68,14968.1,中楼层(共6层),1997年建,1室1厅,45.43,西,2,3月前发布,
2636,曼哈顿一期跃层套二户型方正采光好,https://cd.ke.com/ershoufang/19120717710100172716.html,曼哈顿一期,https://cd.ke.com/xiaoqu/1611041440797/,145,15967.4,高楼层(共14层),2003年建,2室1厅,90.81平米,北,2,3月前发布,
124,正基城市主场2室1厅东南,https://cd.ke.com/ershoufang/20031017710100137245.html,正基城市主场,https://cd.ke.com/xiaoqu/1611043140746/,108,18000,高楼层(共20层),2012年建,2室1厅,60,东南,0,3天前发布,
2638,无公摊户型方正诚心卖看房方便,https://cd.ke.com/ershoufang/19120717710100167266.html,翔宇苑三期,https://cd.ke.com/xiaoqu/1611041591857/,192,14039.2,高楼层(共7层),2000年建,3室1厅,136.76平米,南,1,3月前发布,
137,长寿苑2室2厅东南,https://cd.ke.com/ershoufang/20030917710100175658.html,长寿苑,https://cd.ke.com/xiaoqu/1611041448646/,93,13242.2,中楼层(共7层),2003年建,2室2厅,70.23,东南,0,4天前发布,
2640,中铁西派，标准套三，开发商统一装修，没住过人,https://cd.ke.com/ershoufang/19120717710100158693.html,西派城,https://cd.ke.com/xiaoqu/1613850559942542/,285,24956.2,中楼层(共14层),2018年建,3室2厅,114.2平米,东,8,3月前发布,
162,五大花园龙爪堰会所花园标准小套二,https://cd.ke.com/ershoufang/20030917710100108355.html,会所花园,https://cd.ke.com/xiaoqu/1611041504254/,105,13229.2,低楼层(共16层),2002年建,2室1厅,79.37,东南,0,4天前发布,
2642,云影苑多层套三户型方正通透,https://cd.ke.com/ershoufang/19120717710100152476.html,云影苑,https://cd.ke.com/xiaoqu/1611041532502/,208,16929.8,低楼层(共7层),2005年建,3室1厅,122.86平米,东南,16,3月前发布,
2643,房子是一楼带花园的三居室在小区里面实用面积大,https://cd.ke.com/ershoufang/19120717710100150888.html,大石南路36号,https://cd.ke.com/xiaoqu/1611041867911/,133,10701.6,低楼层(共7层),2000年建,3室2厅,124.28平米,东南,70,3月前发布,
2644,中海锦城二期车位出售有产权,https://cd.ke.com/ershoufang/19120717710100145237.html,中海锦城一期,https://cd.ke.com/xiaoqu/3011056147802/,10,4000,地下室(共1层)1室0厅,,1室0厅,25,东,1,3月前发布,
2645,大户型，精装修，还未住过，顶楼带花园,https://cd.ke.com/ershoufang/19120717710100143014.html,园中园东苑,https://cd.ke.com/xiaoqu/3011053923766/,138.1,10055.3,高楼层(共7层),1999年建,4室1厅,137.34平米,南,16,3月前发布,
186,双楠路235号2室1厅东南,https://cd.ke.com/ershoufang/20030817710100166441.html,双楠路235号,https://cd.ke.com/xiaoqu/1611041544331/,87,12166.1,高楼层(共7层),1998年建,2室1厅,71.51,东南,0,5天前发布,
2647,绿地圣路易名邸套二带装修朝南不临街,https://cd.ke.com/ershoufang/19120717710100140672.html,绿地圣路易名邸二期,https://cd.ke.com/xiaoqu/3011056099924/,158,18583.9,中楼层(共12层),2013年建,2室1厅,85.02平米,南,24,3月前发布,
2648,绿地二期，居家装修套二，中高楼层视野开阔无遮挡,https://cd.ke.com/ershoufang/19120717710100140547.html,绿地圣路易名邸二期,https://cd.ke.com/xiaoqu/3011056099924/,142,19760.6,高楼层(共12层),2013年建,2室1厅,71.86平米,西,2,3月前发布,
2649,橙堡2008年建成的电梯房，框架结构。电梯房。,https://cd.ke.com/ershoufang/19120717710100140385.html,橙堡,https://cd.ke.com/xiaoqu/1611041464070/,125,18763.1,中楼层(共16层),2008年建,2室1厅,66.62平米,东南,3,3月前发布,
2650,地铁口精装套一出售，居家舒适安静，随时可看房子,https://cd.ke.com/ershoufang/19120717710100140122.html,龙安街10号,https://cd.ke.com/xiaoqu/1611042043804/,70,13358.8,中楼层(共7层),2000年建,1室1厅,52.4,东,2,3月前发布,
2651,紫荆蜜城地下标准车位有产权,https://cd.ke.com/ershoufang/19120717710100139981.html,紫荆蜜城,https://cd.ke.com/xiaoqu/1611043999127/,20,6980.8,地下室(共层)1室0厅,,1室0厅,28.65,南,0,3月前发布,
2652,丽景华庭二期1室0厅东,https://cd.ke.com/ershoufang/19120717710100129449.html,丽景华庭二期,https://cd.ke.com/xiaoqu/1611041621243/,62,14272.6,高楼层(共16层),2006年建,1室0厅,43.44,东,1,3月前发布,
2653,龙湖旁边标准套三双卫，自住装修,https://cd.ke.com/ershoufang/19120717710100127035.html,中央花园四期,https://cd.ke.com/xiaoqu/1611058159086/,119.8,10309.8,低楼层(共6层),1999年建,3室1厅,116.2平米,东南,137,3月前发布,
2654,华西国学巷60号正规套三户型小区安静不临街,https://cd.ke.com/ershoufang/19120717710100125996.html,国学巷60号,https://cd.ke.com/xiaoqu/3011053893708/,172,14929.3,中楼层(共7层),1996年建,3室1厅,115.21平米,东南,4,3月前发布,
2655,中海锦城标准套三，朝南，采光充足,https://cd.ke.com/ershoufang/19120717710100125318.html,中海锦城一期,https://cd.ke.com/xiaoqu/3011056147802/,195,20619.6,高楼层(共14层),2011年建,3室2厅,94.57平米,南,9,3月前发布,
2656,棕北国际户型方正安静不临街,https://cd.ke.com/ershoufang/19120717710100121678.html,棕北国际,https://cd.ke.com/xiaoqu/3011052623189/,152,20861.9,中楼层(共27层),2005年建,1室1厅,72.86平米,南,4,3月前发布,
2657,此房业主诚心出售，房子带装修，带阳台,https://cd.ke.com/ershoufang/19120717710100119752.html,华西国际,https://cd.ke.com/xiaoqu/1611041503072/,42,10816.4,中楼层(共27层),2004年建,1室0厅,38.83,东,12,3月前发布,
2658,小区环境安静，位置好，配套设施齐全,https://cd.ke.com/ershoufang/19120717710100118817.html,成通小区,https://cd.ke.com/xiaoqu/168390170128126/,69,12607.3,高楼层(共6层),2000年建,2室2厅,54.73,东南,11,3月前发布,
2659,此房对小区中庭，安静不吵，采光充足，视野开阔,https://cd.ke.com/ershoufang/19120717710100116720.html,中华园锦苑,https://cd.ke.com/xiaoqu/1611043081395/,500,20963.5,中楼层(共5层),2004年建,4室2厅,238.51平米,南,7,3月前发布,
2660,中海品质，套二双卫对中庭，户型好,https://cd.ke.com/ershoufang/19120717710100115864.html,中海龙湾半岛,https://cd.ke.com/xiaoqu/1611041535394/,230,25377.9,低楼层(共18层),2009年建,2室2厅,90.63平米,西,18,3月前发布,
2661,紫荆神仙树精装小户户型方正,https://cd.ke.com/ershoufang/19120717710100110087.html,紫荆岁月,https://cd.ke.com/xiaoqu/1611042047688/,63,10719.8,中楼层(共14层),2004年建,1室0厅,58.77,南,14,3月前发布,
