,房屋名称,房屋链接,房屋位置,房屋位置链接,楼层,建造时间,几室几厅,房屋面积,朝向,关注人数,发布时间
1116,川报锦苑1室0厅西南,https://cd.ke.com/ershoufang/20010917710100146756.html,川报锦苑,https://cd.ke.com/xiaoqu/3011053671321/,地下室(共1层)1室0厅,81.17平米,西南,,,0,2月前发布
1117,华宇清水，诚心出售有钥匙随时看房,https://cd.ke.com/ershoufang/20010917710100145837.html,华宇广场,https://cd.ke.com/xiaoqu/1611062702646/,高楼层(共17层),2017年建,1室1厅,37平米,东南,2,2月前发布
1118,华宇广场清水户型有钥匙诚心出售随时带,https://cd.ke.com/ershoufang/20010917710100145399.html,华宇广场,https://cd.ke.com/xiaoqu/1611062702646/,中楼层(共17层),2017年建,1室1厅,77平米,东南,0,2月前发布
1119,样板间装修两居室，拎包入住，安静不临街，大阳台,https://cd.ke.com/ershoufang/20010917710100144121.html,翡翠城四期,https://cd.ke.com/xiaoqu/1611043130056/,低楼层(共30层),2009年建,2室1厅,86.92平米,东,33,2月前发布
1120,钢管厂五区电梯套二出售户型方正不临街适合居家,https://cd.ke.com/ershoufang/20010917710100143241.html,钢管厂五区,https://cd.ke.com/xiaoqu/1611041510821/,低楼层(共11层),2001年建,2室2厅,76.55平米,东,11,2月前发布
1121,四海逸家云庭，西南朝向，楼层位置很好，带车位!！,https://cd.ke.com/ershoufang/20010917710100139252.html,融创四海逸家,https://cd.ke.com/xiaoqu/1611100689584/,中楼层(共40层),2015年建,4室1厅,88.36平米,西南,2,2月前发布
1122,蓝润v客东都二期底商，业主诚心出售,https://cd.ke.com/ershoufang/20010917710100135520.html,蓝润V客东都二期,https://cd.ke.com/xiaoqu/1620027206841027/,低楼层(共35层),2017年建,1室1厅,82.36平米,东,0,2月前发布
1123,鑫苑名家一期，带装修，套三户型,https://cd.ke.com/ershoufang/20010917710100119622.html,鑫苑名家一期,https://cd.ke.com/xiaoqu/1611043165264/,低楼层(共34层),2011年建,3室1厅,78.86平米,东南,16,2月前发布
1124,少见纯清水房，通透户型，看东湖,https://cd.ke.com/ershoufang/20010917710100116593.html,翡翠城五期,https://cd.ke.com/xiaoqu/1611043088693/,中楼层(共32层),2011年建,2室1厅,77.45平米,西北,12,2月前发布
1125,鑫苑名家二期标准套二，居家装修,https://cd.ke.com/ershoufang/20010917710100110826.html,鑫苑名家二期,https://cd.ke.com/xiaoqu/1611047301096/,低楼层(共34层),2012年建,2室1厅,64.5平米,东南,3,2月前发布
1126,九眼桥套二双卫朝南对中庭大阳台,https://cd.ke.com/ershoufang/20010917710100110382.html,粼江峰阁,https://cd.ke.com/xiaoqu/1611041574572/,中楼层(共31层),2006年建,2室2厅,124.94平米,西南,6,2月前发布
1127,锦江区二环内标准套一，户型方正，中间楼层,https://cd.ke.com/ershoufang/20010917710100108394.html,龙舟路58号,https://cd.ke.com/xiaoqu/1611046929674/,中楼层(共7层),1998年建,1室1厅,54.88平米,东南,6,2月前发布
1128,钢管厂五区，居家装修，优质套二。,https://cd.ke.com/ershoufang/20010917710100103059.html,钢管厂五区,https://cd.ke.com/xiaoqu/1611041510821/,高楼层(共7层),2001年建,2室1厅,73.59平米,东南,7,2月前发布
1129,套二双飘窗户型看中庭和塔子山公园,https://cd.ke.com/ershoufang/20010917710100101518.html,锦东庭园,https://cd.ke.com/xiaoqu/1611060729372/,高楼层(共36层),2013年建,2室1厅,68.79平米,北东北,41,2月前发布
1130,蓝润锦江春天2室2厅东南,https://cd.ke.com/ershoufang/20010817710100197157.html,蓝润锦江春天,https://cd.ke.com/xiaoqu/1611063394263/,中楼层(共20层)2室2厅,49.49平米,东南,,,0,2月前发布
1131,仁恒滨河湾3室2厅西南,https://cd.ke.com/ershoufang/20010817710100193648.html,仁恒滨河湾,https://cd.ke.com/xiaoqu/1611058066211/,高楼层(共32层),2016年建,3室2厅,124.24平米,西南,18,2月前发布
1132,鑫苑名家一期新青年标准一不容错过,https://cd.ke.com/ershoufang/20010817710100191984.html,鑫苑名家一期,https://cd.ke.com/xiaoqu/1611043165264/,高楼层(共35层),2011年建,1室0厅,40.87平米,东南,0,2月前发布
1133,河景房，中间楼层户型方正主卧很大，安静位置好,https://cd.ke.com/ershoufang/20010817710100190899.html,摩玛城,https://cd.ke.com/xiaoqu/1611041551659/,中楼层(共33层),2011年建,1室1厅,61.41平米,北,4,2月前发布
1134,精装套四，客厅大开间，跃层设计，看房方便。,https://cd.ke.com/ershoufang/20010817710100188160.html,四海逸家二期,https://cd.ke.com/xiaoqu/1611043076880/,低楼层(共34层),2013年建,4室2厅,97.33平米,东南,12,2月前发布
1135,成都九眼桥1.5环朝阳名宅*清水套三带车位出售,https://cd.ke.com/ershoufang/20010817710100186910.html,朝阳名宅,https://cd.ke.com/xiaoqu/1611041598814/,高楼层(共18层),2003年建,3室1厅,130.47平米,东南西北,10,2月前发布
1136,万科精装小套三对中庭安静不吵,https://cd.ke.com/ershoufang/20010817710100185479.html,万科金润华府,https://cd.ke.com/xiaoqu/1611057882526/,低楼层(共35层),2012年建,3室2厅,73.14平米,东南,36,2月前发布
1137,万科金润华府1室0厅东南,https://cd.ke.com/ershoufang/20010817710100184428.html,万科金润华府,https://cd.ke.com/xiaoqu/1611057882526/,地下室(共层)1室0厅,32平米,东南,,,1,2月前发布
1138,鑫苑名家一期3室1厅东南,https://cd.ke.com/ershoufang/20010817710100182811.html,鑫苑名家一期,https://cd.ke.com/xiaoqu/1611043165264/,高楼层(共34层),2011年建,3室1厅,104平米,东南,25,2月前发布
1139,翡翠城五期，负一层车位出售，随时可看，方便出入,https://cd.ke.com/ershoufang/20010817710100176324.html,翡翠城五期,https://cd.ke.com/xiaoqu/1611043088693/,地下室(共层),2011年建,1室0厅,29.14平米,东,0,2月前发布
1140,此房满2年清水房，户型方正安静不吵，在一楼,https://cd.ke.com/ershoufang/20010817710100174868.html,锦馨家园B区,https://cd.ke.com/xiaoqu/3011053005099/,低楼层(共18层),2000年建,1室1厅,51.09平米,东南,57,2月前发布
1141,锦绣阳光小区地下车库-1层停车位,https://cd.ke.com/ershoufang/20010817710100174654.html,锦绣阳光(锦江),https://cd.ke.com/xiaoqu/3011052687193/,地下室(共1层)1室0厅,27.98平米,南,,,0,2月前发布
1142,锦绣阳光小区地下车库-1层停车位,https://cd.ke.com/ershoufang/20010817710100173827.html,锦绣阳光(锦江),https://cd.ke.com/xiaoqu/3011052687193/,地下室(共1层),2005年建,1室0厅,27.89平米,南,0,2月前发布
1143,中间楼层优质套二采光好生活便利,https://cd.ke.com/ershoufang/20010817710100173040.html,大田坎街91号,https://cd.ke.com/xiaoqu/1611042022017/,中楼层(共7层),1993年建,2室1厅,53平米,东南,1,2月前发布
1144,万科主卧带衣帽间户型，中间楼层,https://cd.ke.com/ershoufang/20010817710100169248.html,万科金润华府,https://cd.ke.com/xiaoqu/1611057882526/,中楼层(共35层),2012年建,2室2厅,65.83平米,西北,44,2月前发布
1145,海椒市街12号高楼层采光好,https://cd.ke.com/ershoufang/20010817710100166934.html,海椒市街12号,https://cd.ke.com/xiaoqu/1611041839312/,高楼层(共6层),1988年建,1室1厅,55.49平米,东,20,2月前发布
1146,九眼桥外滩精装河景套三，拎包入住,https://cd.ke.com/ershoufang/20010817710100165321.html,外滩,https://cd.ke.com/xiaoqu/1611041490318/,高楼层(共41层),2009年建,3室1厅,94.48平米,西北,11,2月前发布
1147,该房子东南方向，房屋装修精致，房屋设施配套完全,https://cd.ke.com/ershoufang/20010817710100155232.html,交大绿岭一期,https://cd.ke.com/xiaoqu/3011053878390/,低楼层(共34层),2009年建,3室2厅,106.38平米,西南,2,2月前发布
1148,出行方便，户型方正，方便舒适，,https://cd.ke.com/ershoufang/20010817710100158064.html,索尔龙舟,https://cd.ke.com/xiaoqu/1611060961817/,低楼层(共34层),2012年建,1室0厅,35平米,南,0,2月前发布
1149,俊发星雅俊园1室1厅东,https://cd.ke.com/ershoufang/20010817710100154029.html,俊发星雅俊园,https://cd.ke.com/xiaoqu/1611060973372/,高楼层(共20层),2015年建,1室1厅,36平米,东,0,2月前发布
1150,跃层套四户型，客厅对中庭，卧室落地窗，客厅带有阳台,https://cd.ke.com/ershoufang/20010817710100154442.html,融创四海逸家,https://cd.ke.com/xiaoqu/1611100689584/,中楼层(共40层),2015年建,4室1厅,87.81平米,东北,14,2月前发布
1151,皇经嘉苑套二，中间楼层，有装修,https://cd.ke.com/ershoufang/20010817710100156515.html,皇经嘉苑,https://cd.ke.com/xiaoqu/3011052687630/,中楼层(共15层),2010年建,2室1厅,70.83平米,东南,54,2月前发布
1152,八栋三单元！！车位房东诚心出售！价格美丽！！！,https://cd.ke.com/ershoufang/20010817710100153354.html,乐天圣苑,https://cd.ke.com/xiaoqu/1611064002806/,地下室(共层)1室0厅,15平米,南,,,0,2月前发布
1153,摩根套二出售户型方正不临街适合居家,https://cd.ke.com/ershoufang/20010817710100150774.html,摩根中心,https://cd.ke.com/xiaoqu/1611043867573/,高楼层(共40层),2012年建,2室1厅,83.01平米,西南,2,2月前发布
1154,融创四海逸家4室2厅东南,https://cd.ke.com/ershoufang/20010817710100143990.html,融创四海逸家,https://cd.ke.com/xiaoqu/1611100689584/,中楼层(共40层),2015年建,4室2厅,88平米,东南,1,2月前发布
1155,指挥街70号3室1厅南,https://cd.ke.com/ershoufang/20010817710100144268.html,指挥街70号,https://cd.ke.com/xiaoqu/1620021557898090/,中楼层(共6层)3室1厅,67.44平米,南,,,7,2月前发布
1156,橡树林二期河景小套三，全对中庭，精装保养好,https://cd.ke.com/ershoufang/20010817710100141587.html,瑞升望江橡树林二期,https://cd.ke.com/xiaoqu/1611047229565/,高楼层(共34层),2011年建,3室1厅,89平米,北,11,2月前发布
1157,莲花新一区中间楼层明厨明卫,https://cd.ke.com/ershoufang/20010817710100139122.html,莲花新一区,https://cd.ke.com/xiaoqu/1611041520715/,低楼层(共7层),2002年建,2室1厅,67.38平米,东南,6,2月前发布
1158,天仙桥北路2号，电梯套二，住家装修。,https://cd.ke.com/ershoufang/20010817710100136748.html,金海岸公寓,https://cd.ke.com/xiaoqu/1611058918733/,中楼层(共25层),2001年建,2室1厅,97.98平米,东,3,2月前发布
1159,带装修低楼层离春熙路500米，房东诚心卖,https://cd.ke.com/ershoufang/20010817710100129034.html,古卧龙桥街12号,https://cd.ke.com/xiaoqu/1611062653272/,低楼层(共8层),1998年建,4室0厅,70.9平米,南,0,2月前发布
1160,户型方正，标准套二，采光充足！单价总价低！,https://cd.ke.com/ershoufang/20010817710100122311.html,莲心苑(锦江),https://cd.ke.com/xiaoqu/1611041928660/,高楼层(共7层),1998年建,2室1厅,59.04平米,东南,42,2月前发布
1161,户型方正，中间楼层，明厨明卫，视野无遮挡,https://cd.ke.com/ershoufang/20010817710100121598.html,蜀都花园,https://cd.ke.com/xiaoqu/1611041540545/,中楼层(共19层),2003年建,4室2厅,137.1平米,南,115,2月前发布
1162,都会风尚3室2厅南,https://cd.ke.com/ershoufang/20010817710100118439.html,都会风尚,https://cd.ke.com/xiaoqu/1611041510720/,高楼层(共32层),2009年建,3室2厅,116.41平米,南,5,2月前发布
1163,卓锦城二期负一楼产权车位诚心出售。,https://cd.ke.com/ershoufang/20010817710100115725.html,卓锦城二期,https://cd.ke.com/xiaoqu/1611047071451/,地下室(共1层),2008年建,1室0厅,28.35平米,北,0,2月前发布
1164,蓝谷地天域套三出售带入户三面采光,https://cd.ke.com/ershoufang/20010817710100114846.html,蓝谷地天域,https://cd.ke.com/xiaoqu/3011053261179/,中楼层(共34层),2010年建,3室2厅,87.93平米,东南,15,2月前发布
1165,钢管厂一区套23楼交通便利,https://cd.ke.com/ershoufang/20010817710100111912.html,水碾河路6号,https://cd.ke.com/xiaoqu/1611043142374/,中楼层(共6层)2室1厅,59.49平米,东南,,,2,2月前发布
1166,蜀都花园3号库负二楼大车位好停车,https://cd.ke.com/ershoufang/20010817710100108594.html,蜀都花园,https://cd.ke.com/xiaoqu/1611041540545/,地下室(共层)1室0厅,36.66平米,东,,,0,2月前发布
1167,房子装修保养不错，无抵押无贷款，诚心出售,https://cd.ke.com/ershoufang/20010817710100108899.html,比华利国际城一期,https://cd.ke.com/xiaoqu/3011053484408/,低楼层(共26层),2008年建,3室2厅,154平米,东南,3,2月前发布
1168,美林湾对中庭套二有楼顶使用,https://cd.ke.com/ershoufang/20010817710100108784.html,华都美林湾,https://cd.ke.com/xiaoqu/1611043094092/,高楼层(共30层),2012年建,2室1厅,89.66平米,东南,10,2月前发布
1169,塔子山地铁口6+1电梯洋房小区环境优美对中庭安静,https://cd.ke.com/ershoufang/20010817710100100741.html,塔子山壹号,https://cd.ke.com/xiaoqu/1611058895651/,中楼层(共6层),2015年建,4室2厅,137.18平米,东南,4,2月前发布
1170,精装套二，视野开阔采光充足，不临街,https://cd.ke.com/ershoufang/20010717710100188940.html,财富中心,https://cd.ke.com/xiaoqu/3011054635711/,高楼层(共30层),2005年建,2室1厅,80.53平米,南,9,2月前发布
1171,吉祥佳苑清水套四可根据自己想法改变,https://cd.ke.com/ershoufang/20010717710100187080.html,吉祥佳苑,https://cd.ke.com/xiaoqu/1611047299620/,低楼层(共28层),2013年建,4室2厅,138.93平米,东北,5,2月前发布
1172,天涯石住家套二+框架结构+华民逸园小区,https://cd.ke.com/ershoufang/20010717710100169644.html,华民逸园,https://cd.ke.com/xiaoqu/3011053657965/,低楼层(共7层),2000年建,2室2厅,87.04平米,东南,27,2月前发布
1173,比华利国际城一期标准车位诚心出售,https://cd.ke.com/ershoufang/20010717710100162287.html,比华利国际城一期,https://cd.ke.com/xiaoqu/3011053484408/,地下室(共层),2008年建,1室0厅,29平米,南,0,2月前发布
1174,沙河壹号二期车位，负一楼标准车位,https://cd.ke.com/ershoufang/20010717710100156999.html,沙河壹号二期,https://cd.ke.com/xiaoqu/3011053579030/,地下室(共层)1室0厅,32.64平米,东南,,,4,2月前发布
1175,卓锦城二期套二出售，户型方正，看房方便提前预约。,https://cd.ke.com/ershoufang/20010717710100154475.html,卓锦城二期,https://cd.ke.com/xiaoqu/1611047071451/,高楼层(共12层),2008年建,2室2厅,94.41平米,西南,8,2月前发布
1176,和风楼+套一有装修+武成大街以南,https://cd.ke.com/ershoufang/20010717710100145580.html,和风楼,https://cd.ke.com/xiaoqu/1611061398338/,中楼层(共7层),2000年建,1室1厅,51.62平米,东,0,2月前发布
1177,爱丁唯一在售车位给你的爱车找个家！,https://cd.ke.com/ershoufang/20010717710100144983.html,爱丁郡院,https://cd.ke.com/xiaoqu/3011053555256/,地下室(共层)厅室未知,35.38平米,东东南南,,,0,2月前发布
1178,卖！卖！卖！业主诚心卖！位置好找！,https://cd.ke.com/ershoufang/20010717710100144650.html,新希望锦官阁,https://cd.ke.com/xiaoqu/1611703330811693/,地下室(共层)1室0厅,31.92平米,东南,,,3,2月前发布
1179,标准人防车位，位置较好，在4号楼下。,https://cd.ke.com/ershoufang/20010717710100143652.html,新希望锦官阁,https://cd.ke.com/xiaoqu/1611703330811693/,地下室(共层)1室0厅,31.92平米,东南,,,4,2月前发布
1180,玉沙路+机电大厦宿舍+中间楼层,https://cd.ke.com/ershoufang/20010717710100137862.html,玉沙路84号,https://cd.ke.com/xiaoqu/169955991366763/,中楼层(共6层),1989年建,2室1厅,64.61平米,东南,0,2月前发布
1181,临湖优质两房，东南朝向，诚心出售，有钥匙,https://cd.ke.com/ershoufang/20010717710100136657.html,翡翠城一期,https://cd.ke.com/xiaoqu/1611042527332/,中楼层(共11层),2004年建,2室1厅,82.65平米,东南,10,2月前发布
1182,精装套三，全明格局，户型方正，拎包入住,https://cd.ke.com/ershoufang/20010717710100134488.html,成功红树林,https://cd.ke.com/xiaoqu/1611061694252/,中楼层(共34层),2014年建,3室1厅,100.87平米,南,28,2月前发布
1183,近地铁环境好物业好配套完善视野好格局好,https://cd.ke.com/ershoufang/20010717710100134120.html,环球汇蔚然,https://cd.ke.com/xiaoqu/1620025408694359/,中楼层(共35层),2019年建,1室0厅,33.45平米,东南,5,2月前发布
1184,蓝光凯丽香江套三双卫对中庭带大阳台采光好！,https://cd.ke.com/ershoufang/20010717710100133869.html,蓝光凯丽香江,https://cd.ke.com/xiaoqu/1611041618870/,高楼层(共42层),2009年建,3室2厅,89平米,南北,7,2月前发布
1185,标准小套一，户型方正，采光好，青年过渡人群,https://cd.ke.com/ershoufang/20010717710100128446.html,索尔龙舟,https://cd.ke.com/xiaoqu/1611060961817/,低楼层(共34层),2012年建,1室1厅,31.04平米,西南,23,2月前发布
1186,鑫苑名家一期中层套一带阳台户型,https://cd.ke.com/ershoufang/20010717710100128130.html,鑫苑名家一期,https://cd.ke.com/xiaoqu/1611043165264/,中楼层(共35层),2011年建,1室0厅,40.65平米,东南,2,2月前发布
1187,青房云上通风采光好无增值税,https://cd.ke.com/ershoufang/20010717710100126117.html,青房云上一期,https://cd.ke.com/xiaoqu/3011054505330/,高楼层(共18层),2003年建,2室1厅,101.93平米,北,4,2月前发布
1188,锦江城市花园三期2室1厅东南,https://cd.ke.com/ershoufang/20010717710100123568.html,锦江城市花园三期,https://cd.ke.com/xiaoqu/1611047140791/,中楼层(共34层),2011年建,2室1厅,55.25平米,东南,1,2月前发布
1189,中间楼层套二房，清水，可按自己喜好装修,https://cd.ke.com/ershoufang/20010717710100123031.html,干槐树街8号,https://cd.ke.com/xiaoqu/1616527834754895/,中楼层(共5层)2室1厅,53.93平米,东南,,,19,2月前发布
1190,万科金润华府1室0厅东南,https://cd.ke.com/ershoufang/20010717710100122867.html,万科金润华府,https://cd.ke.com/xiaoqu/1611057882526/,地下室(共层)1室0厅,32平米,东南,,,5,2月前发布
1191,锦江区，三圣乡，清水别墅出售，小区环境好。,https://cd.ke.com/ershoufang/20010717710100118047.html,金房三径,https://cd.ke.com/xiaoqu/167172273482894/,低楼层(共3层),2014年建,4室2厅,342.31平米,南,2,2月前发布
1192,阳光新业中心1室2厅南,https://cd.ke.com/ershoufang/20010717710100114812.html,阳光新业中心,https://cd.ke.com/xiaoqu/1611063242484/,中楼层(共45层),2014年建,1室2厅,88.62平米,南,1,2月前发布
1193,阳光新业中心1室2厅南,https://cd.ke.com/ershoufang/20010717710100113625.html,阳光新业中心,https://cd.ke.com/xiaoqu/1611063242484/,中楼层(共45层),2014年建,1室2厅,92.99平米,南,1,2月前发布
1194,鑫苑名家一期，居家装修，小套二，中底楼层，采光好,https://cd.ke.com/ershoufang/20010717710100109574.html,鑫苑名家一期,https://cd.ke.com/xiaoqu/1611043165264/,低楼层(共34层),2011年建,2室2厅,62.7平米,东南,4,2月前发布
1195,锦江区三圣乡锦蓉佳苑标准大套二,https://cd.ke.com/ershoufang/20010717710100108721.html,锦蓉佳苑,https://cd.ke.com/xiaoqu/1611047607016/,中楼层(共32层),2014年建,2室1厅,84.79平米,东南,8,2月前发布
1196,橡树林套二朝南，采光好，精装，户型方正。。无浪费,https://cd.ke.com/ershoufang/20010717710100106098.html,望江橡树林一期,https://cd.ke.com/xiaoqu/1611041736706/,高楼层(共34层),2009年建,2室1厅,58.42平米,东东南,10,2月前发布
1197,晶蓝半岛二期3室1厅西南,https://cd.ke.com/ershoufang/20010717710100105471.html,晶蓝半岛二期,https://cd.ke.com/xiaoqu/1611041544330/,低楼层(共26层),2008年建,3室1厅,136平米,西南,2,2月前发布
1198,流星花园，简单装修，带家具家电出售。,https://cd.ke.com/ershoufang/20010717710100103327.html,流星花园,https://cd.ke.com/xiaoqu/1611041522287/,高楼层(共16层),2003年建,2室1厅,63.16平米,东,11,2月前发布
1199,天涯石标准车位车位车位,https://cd.ke.com/ershoufang/20010717710100101171.html,天涯庭苑,https://cd.ke.com/xiaoqu/3011053674847/,地下室(共层)1室0厅,28.48平米,南,,,0,2月前发布
1200,二环内花园式改善住宅温馨套二等您来看！,https://cd.ke.com/ershoufang/20010617710100166428.html,蜀都花园,https://cd.ke.com/xiaoqu/1611041540545/,中楼层(共18层),2003年建,2室1厅,82.05平米,北,1,2月前发布
1201,海桐三期标准套一户型方正采光好,https://cd.ke.com/ershoufang/20010617710100165511.html,海桐三期,https://cd.ke.com/xiaoqu/3011053375751/,高楼层(共24层),2014年建,1室1厅,47平米,东南,66,2月前发布
1202,万科标准车位，位置好，停车空间大,https://cd.ke.com/ershoufang/20010617710100165246.html,万科金润华府,https://cd.ke.com/xiaoqu/1611057882526/,地下室(共层)1室0厅,32平米,东,,,0,2月前发布
1203,成功红树林套三双卫户型方正双阳台,https://cd.ke.com/ershoufang/20010617710100165199.html,成功红树林,https://cd.ke.com/xiaoqu/1611061694252/,中楼层(共34层),2014年建,3室2厅,112.45平米,北,30,2月前发布
1204,标准套二，纯清水，位置安静，采光好。,https://cd.ke.com/ershoufang/20010617710100164780.html,绿地468公馆一期,https://cd.ke.com/xiaoqu/1611061071609/,高楼层(共33层),2015年建,2室1厅,77.05平米,东北,24,2月前发布
1205,套三双卫，对中庭，安静，落地窗采光好！,https://cd.ke.com/ershoufang/20010617710100164526.html,锦江逸家,https://cd.ke.com/xiaoqu/168420324553067/,中楼层(共33层),2015年建,3室1厅,86.32平米,东南,8,2月前发布
1206,福字街小户型+有租客需要提前预约,https://cd.ke.com/ershoufang/20010617710100163035.html,福字街1号,https://cd.ke.com/xiaoqu/1611099497630/,低楼层(共7层),1994年建,1室1厅,34.89平米,南,8,2月前发布
1207,澳龙名城1室0厅南,https://cd.ke.com/ershoufang/20010617710100161570.html,澳龙名城,https://cd.ke.com/xiaoqu/1611041481744/,地下室(共1层),2009年建,1室0厅,19.99平米,南,0,2月前发布
1208,春熙路，电梯小户型，随时可以看房,https://cd.ke.com/ershoufang/20010617710100160254.html,格莱美空间,https://cd.ke.com/xiaoqu/1611061370084/,高楼层(共6层)1室0厅,33.62平米,南,,,4,2月前发布
1209,此房满2年无增值税，精装套二带阳台，房东诚心出售,https://cd.ke.com/ershoufang/20010617710100156640.html,卓锦城四期,https://cd.ke.com/xiaoqu/1611047075462/,高楼层(共32层),2010年建,2室1厅,88.71平米,西南,17,2月前发布
1210,蜀都花园错层两居东南朝向两梯四户,https://cd.ke.com/ershoufang/20010617710100154162.html,蜀都花园,https://cd.ke.com/xiaoqu/1611041540545/,中楼层(共22层),2003年建,2室1厅,100.38平米,东南,30,2月前发布
1211,恒大都汇华庭，满两年套一，卧室带阳台，开发商装修,https://cd.ke.com/ershoufang/20010617710100146069.html,恒大都汇华庭,https://cd.ke.com/xiaoqu/1611061104258/,高楼层(共50层),2015年建,1室1厅,68.85平米,西,35,2月前发布
1212,套三双卫，看小区中庭，朝南，有装修。,https://cd.ke.com/ershoufang/20010617710100143838.html,粼江峰阁,https://cd.ke.com/xiaoqu/1611041574572/,中楼层(共30层),2006年建,3室1厅,147.95平米,东南,8,2月前发布
1213,标准间，户型方正，采光好，适合单身男女,https://cd.ke.com/ershoufang/20010617710100137981.html,蓝润V客东都二期,https://cd.ke.com/xiaoqu/1620027206841027/,中楼层(共35层),2017年建,1室1厅,23.8平米,东,0,2月前发布
1214,锦江区琉璃厂锦馨家园标准套一看房预约,https://cd.ke.com/ershoufang/20010617710100134712.html,锦馨家园C区,https://cd.ke.com/xiaoqu/3011052685517/,高楼层(共18层),2007年建,1室1厅,51.28平米,东南,73,2月前发布
1215,川师7号线地铁口，精装套二，华润品质物业。,https://cd.ke.com/ershoufang/20010617710100133917.html,华润幸福里一期,https://cd.ke.com/xiaoqu/1611060831905/,高楼层(共29层),2014年建,2室1厅,75.53平米,东,4,2月前发布
1216,满两年视野采光好带家具家电,https://cd.ke.com/ershoufang/20010617710100133335.html,东润风尚,https://cd.ke.com/xiaoqu/1611041510560/,高楼层(共12层),2006年建,1室1厅,48.86平米,南,13,2月前发布
1217,翡翠城二期大套三双卫有装修,https://cd.ke.com/ershoufang/20010617710100132365.html,翡翠城二期,https://cd.ke.com/xiaoqu/1611043129257/,中楼层(共17层),2006年建,3室2厅,127.94平米,东,5,2月前发布
1218,创意山SOHO套一诚心出售,https://cd.ke.com/ershoufang/20010617710100126225.html,创意山,https://cd.ke.com/xiaoqu/1611063134459/,中楼层(共22层),2017年建,1室0厅,48.6平米,南,2,2月前发布
1219,柳江新居标准套三，户型方正，高楼层，采光好。,https://cd.ke.com/ershoufang/20010617710100125985.html,柳江新居一期,https://cd.ke.com/xiaoqu/3011053108352/,高楼层(共18层),2005年建,3室1厅,120.97平米,东,6,2月前发布
1220,金象嘉园业主自住套二，出行方便,https://cd.ke.com/ershoufang/20010617710100124792.html,金象嘉园,https://cd.ke.com/xiaoqu/3011053088059/,中楼层(共6层),2003年建,2室1厅,68.44平米,南北,36,2月前发布
1221,锦江三圣小套二精装修横厅诚心出售,https://cd.ke.com/ershoufang/20010617710100124337.html,锦江城市花园二期,https://cd.ke.com/xiaoqu/1611041538906/,低楼层(共34层),2011年建,2室1厅,51.14平米,西南,39,2月前发布
1222,攀成钢标准套一居家装修卧室带有大阳台,https://cd.ke.com/ershoufang/20010617710100123262.html,江东民居一区,https://cd.ke.com/xiaoqu/1611041875211/,中楼层(共7层),1998年建,1室1厅,53.71平米,东南,22,2月前发布
1223,精装套二，带阳台对中庭很安静，看房方便！！,https://cd.ke.com/ershoufang/20010617710100113473.html,鑫苑名家二期,https://cd.ke.com/xiaoqu/1611047301096/,中楼层(共34层),2012年建,2室2厅,75.67平米,西南,5,2月前发布
1224,精装大套二，保养好，东南朝向，采光通风好,https://cd.ke.com/ershoufang/20010617710100108385.html,锦江城市花园三期,https://cd.ke.com/xiaoqu/1611047140791/,中楼层(共34层),2011年建,2室1厅,74.32平米,东南,0,2月前发布
1225,古卧龙桥街12号室内环境很好，精装好房，采光很好。,https://cd.ke.com/ershoufang/20010617710100105398.html,古卧龙桥街12号,https://cd.ke.com/xiaoqu/1611062653272/,高楼层(共6层)2室1厅,69.6平米,南,,,0,2月前发布
1226,绿园套二，户型方正，居家装修。,https://cd.ke.com/ershoufang/20010517710100214179.html,绿园小区,https://cd.ke.com/xiaoqu/3011053879974/,高楼层(共7层),2000年建,2室1厅,75.51平米,西南,2,2月前发布
1227,翡翠城五期套二，格局合理，看房方便，可观东湖,https://cd.ke.com/ershoufang/20010517710100210077.html,翡翠城五期,https://cd.ke.com/xiaoqu/1611043088693/,高楼层(共32层),2011年建,2室2厅,77.24平米,西北,8,2月前发布
1228,标准套二，紧挨春熙路，业主诚心出售,https://cd.ke.com/ershoufang/20010517710100209440.html,三圣街33号,https://cd.ke.com/xiaoqu/1615778616216774/,高楼层(共7层),1999年建,2室1厅,70.38平米,东,2,2月前发布
1229,镏金岁月，2号房，标准的套一，带有生活阳台,https://cd.ke.com/ershoufang/20010517710100201552.html,镏金岁月,https://cd.ke.com/xiaoqu/1611041550235/,高楼层(共33层),2010年建,1室1厅,53.31平米,东,16,2月前发布
1230,红星国际满两年标间户型正面窗户开发商精装修,https://cd.ke.com/ershoufang/20010517710100197312.html,红星国际,https://cd.ke.com/xiaoqu/1611059130055/,中楼层(共34层),2012年建,1室0厅,48.87平米,南,3,2月前发布
1231,莲花新区商品房大套四，前后对中庭。,https://cd.ke.com/ershoufang/20010517710100193065.html,莲花新区,https://cd.ke.com/xiaoqu/1611041519968/,高楼层(共7层),2002年建,4室2厅,137.06平米,东南,4,2月前发布
1232,清水套三双卫，客厅带阳台，层高3.2米,https://cd.ke.com/ershoufang/20010517710100187123.html,ICC凯旋门,https://cd.ke.com/xiaoqu/1611877458128788/,高楼层(共43层),2018年建,3室2厅,133.72平米,北,87,2月前发布
1233,澳龙名城朝东南大套三一梯两户板式结构。,https://cd.ke.com/ershoufang/20010517710100185878.html,澳龙名城,https://cd.ke.com/xiaoqu/1611041481744/,高楼层(共11层),2009年建,3室1厅,144.7平米,东南,24,2月前发布
